STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
343054,01070541,7.0,7.75,,,7.17,6.75,7.2,8.75,,8.2,,01
343055,01070542,6.5,6.5,,,6.25,5.75,5.8,7.5,,7.0,,01
343056,01070543,8.0,9.0,,,8.33,8.0,2.4,6.25,,6.8,,01
343057,01070544,7.25,9.0,,,7.5,6.25,3.2,7.0,,6.2,,01
343058,01070545,5.25,5.25,,,5.0,4.5,2.0,5.5,,3.4,,01
343059,01070546,6.25,7.25,,,7.0,7.5,4.4,7.0,,7.2,,01
343060,01070547,6.25,8.25,,,6.25,4.25,3.8,7.5,,7.8,,01
343061,01070548,7.25,7.75,,,6.92,5.75,2.2,6.5,,5.8,,01
343062,01070549,5.75,6.25,,,5.33,4.0,2.6,6.0,,3.8,,01
343063,01070550,5.5,6.75,,,5.5,4.25,2.4,7.25,,6.6,,01
343064,01070551,7.0,8.25,,,6.17,3.25,3.2,6.25,,4.2,,01
343065,01070552,6.0,7.5,,,6.17,5.0,3.4,7.5,,7.8,,01
343066,01070553,5.0,7.5,,,5.67,4.5,2.8,5.0,,2.6,,01
343067,01070554,8.0,9.0,,,7.58,5.75,2.4,6.25,,7.8,,01
343068,01070555,6.0,6.5,,,5.33,3.5,5.2,8.75,,8.0,,01
343069,01070556,8.5,10.0,,,8.58,7.25,7.4,6.5,,7.6,,01
343070,01070557,4.0,5.75,,,4.42,3.5,2.8,6.75,,4.4,,01
343071,01070558,7.0,8.0,,,6.58,4.75,2.6,6.5,,6.8,,01
343072,01070559,5.25,6.25,,,4.67,2.5,3.2,6.75,,4.6,,01
343073,01070560,6.0,7.75,,,6.33,5.25,7.8,8.0,,8.8,,01
343074,01070561,7.25,8.5,,,7.25,6.0,5.6,7.0,,7.8,,01
343075,01070562,5.5,8.75,,,6.25,4.5,3.8,7.0,,7.4,,01
343076,01070563,6.75,8.5,,,7.5,7.25,4.6,7.0,,7.8,,01
343077,01070564,8.5,9.0,,,8.67,8.5,3.8,7.25,,5.2,,01
343078,01070565,7.5,8.5,,,8.0,8.0,2.2,7.5,,7.2,,01
343079,01070566,5.75,8.0,,,5.83,3.75,7.6,7.75,,8.2,,01
343080,01070567,6.5,6.0,,,5.08,2.75,6.4,8.5,,8.4,,01
343081,01070568,6.5,7.25,,,5.75,3.5,5.2,8.5,,8.8,,01
343082,01070569,7.75,9.0,,,8.42,8.5,3.4,8.5,,5.8,,01
343083,01070570,7.25,8.25,,,6.92,5.25,2.2,8.0,,5.2,,01
343084,01070571,6.25,6.0,,,5.0,2.75,2.2,7.5,,3.8,,01
343085,01070572,6.0,8.5,,,6.67,5.5,3.0,6.25,,5.2,,01
343086,01070573,7.25,8.0,,,6.58,4.5,5.0,6.25,,8.6,,01
343087,01070574,7.5,8.25,,,6.92,5.0,6.4,8.5,,9.4,,01
343088,01070575,6.75,7.75,,,7.0,6.5,4.4,6.75,,7.8,,01
343089,01070576,7.25,8.5,,,7.42,6.5,4.0,6.25,,4.8,,01
343090,01070577,4.25,4.25,,,4.25,4.25,1.6,4.0,,2.8,,01
343091,01070578,5.75,7.75,,,5.75,3.75,2.8,5.5,,6.2,,01
343092,01070579,7.25,8.25,,,6.67,4.5,2.0,7.75,,6.2,,01
343093,01070580,4.5,4.5,,,4.5,4.5,2.0,5.75,,3.0,,01
343094,01070581,3.75,4.75,,,3.83,3.0,3.2,3.5,,2.0,,01
343095,01070582,5.25,7.25,,,5.67,4.5,3.4,7.5,,7.6,,01
343096,01070583,5.5,7.0,,,5.75,4.75,2.4,5.75,,4.6,,01
343097,01070584,8.25,8.0,,,7.67,6.75,6.6,7.75,,5.4,,01
343098,01070585,7.0,8.75,,,6.75,4.5,6.0,8.75,,4.8,,01
343099,01070586,7.25,9.5,,,8.17,7.75,2.4,5.25,,7.8,,01
343100,01070587,7.0,8.25,,,6.25,3.5,3.2,5.75,,4.8,,01
343101,01070588,4.75,7.75,,,5.5,4.0,3.0,6.0,,6.4,,01
343102,01070589,8.0,9.0,,,7.75,6.25,3.4,7.0,,7.4,,01
343103,01070590,7.5,9.25,,,8.17,7.75,2.6,7.75,,3.4,,01
343104,01070591,4.5,7.5,,,5.33,4.0,3.2,6.0,,6.8,,01
343105,01070592,7.25,8.0,,,6.92,5.5,2.2,5.0,,6.2,,01
343106,01070593,6.25,8.0,,,6.17,4.25,2.6,2.5,,2.8,,01
343107,01070594,6.5,8.25,,,7.0,6.25,8.8,8.5,,9.2,,01
343108,01070595,6.75,8.5,,,5.92,2.5,3.8,3.5,,2.8,,01
343109,01070596,7.25,8.0,,,7.0,5.75,2.8,6.0,,7.4,,01
343110,01070597,3.0,7.75,,,5.75,6.5,2.2,6.5,,4.4,,01
343111,01070598,5.75,7.75,,,5.58,3.25,3.0,7.25,,6.8,,01
343112,01070599,8.75,8.5,,,8.67,8.75,3.4,7.5,,6.4,,01
343113,01070600,6.25,6.5,,,5.33,3.25,3.0,5.5,,8.0,,01
343114,01070601,6.25,8.0,,,6.42,5.0,3.0,5.25,,6.2,,01
343115,01070602,4.75,7.5,,,5.58,4.5,3.6,6.25,,1.2,,01
343116,01070603,7.5,7.0,,,6.08,3.75,3.8,6.5,,8.0,,01
343117,01070604,5.75,7.5,,,5.67,3.75,3.4,7.0,,6.2,,01
343118,01070605,7.75,9.25,,,7.83,6.5,2.8,8.0,,8.0,,01
343119,01070606,6.25,6.5,,,6.25,6.0,3.8,6.5,,6.8,,01
343120,01070607,4.25,7.75,,,5.83,5.5,3.2,6.0,,3.4,,01
343121,01070608,6.0,8.25,,,6.33,4.75,2.0,6.0,,6.0,,01
343122,01070609,6.5,8.0,,,6.58,5.25,7.2,8.0,,9.2,,01
343123,01070610,,,8.75,7.5,,,3.6,5.75,5.75,8.2,8.00,01
343124,01070611,,,2.25,3.33,,,3.2,5.75,4.25,6.6,3.50,01
343125,01070612,,,3.75,5.75,,,8.4,5.5,5.0,9.6,8.50,01
343126,01070613,,,8.5,6.75,,,5.4,5.25,4.5,8.8,7.25,01
343127,01070614,,,5.25,5.75,,,7.4,5.5,4.25,8.4,7.75,01
343128,01070615,,,7.0,6.0,,,3.0,6.0,5.0,7.0,6.00,01
343129,01070616,,,4.0,4.42,,,3.8,7.0,4.5,8.0,4.75,01
343130,01070617,,,7.75,6.83,,,5.6,6.25,4.5,9.2,8.25,01
343131,01070618,,,4.25,4.75,,,3.4,5.5,5.25,5.8,4.75,01
343132,01070619,,,8.0,6.83,,,4.6,7.0,4.25,8.8,8.25,01
343133,01070620,,,6.5,6.83,,,7.0,5.25,5.5,9.0,8.50,01
343134,01070621,,,7.25,5.25,,,4.2,6.0,6.5,8.8,2.00,01
343135,01070622,,,8.5,7.08,,,4.0,5.25,4.75,8.6,8.00,01
343136,01070623,,,1.75,4.67,,,5.6,5.75,4.5,9.2,7.75,01
343137,01070624,,,5.25,5.17,,,3.6,4.5,6.25,8.0,4.00,01
343138,01070625,,,6.25,5.42,,,2.4,6.0,2.5,8.2,7.50,01
343139,01070626,,,8.75,8.0,,,7.2,6.5,6.0,9.4,9.25,01
343140,01070627,,,8.0,6.08,,,3.4,7.75,2.75,9.2,7.50,01
343141,01070628,,,8.75,6.25,,,7.8,6.25,7.0,8.4,3.00,01
343142,01070629,,,4.0,4.58,,,4.8,8.25,3.25,8.2,6.50,01
343143,01070630,,,6.5,6.17,,,8.4,6.75,4.0,8.6,8.00,01
343144,01070631,,,3.0,4.42,,,4.4,6.75,5.25,8.0,5.00,01
343145,01070632,,,8.25,6.33,,,1.8,7.25,7.25,8.4,3.50,01
343146,01070633,,,3.75,5.08,,,4.0,7.0,4.75,8.4,6.75,01
343147,01070634,,,8.5,7.08,,,4.8,6.25,4.75,9.2,8.00,01
343148,01070635,,,2.75,4.25,,,6.6,6.5,3.0,8.0,7.00,01
343149,01070636,,,4.5,5.25,,,6.0,6.0,3.5,8.8,7.75,01
343150,01070637,,,3.5,5.67,,,4.8,5.5,6.25,8.6,7.25,01
343151,01070638,,,4.5,5.75,,,3.2,6.25,5.25,7.4,7.50,01
343152,01070639,,,4.75,5.83,,,4.4,6.25,4.75,8.4,8.00,01
343153,01070640,6.75,7.25,,,5.67,3.0,2.4,6.0,,4.4,,01
343154,01070641,4.0,6.75,,,4.58,3.0,2.8,4.25,,7.0,,01
343155,01070642,6.0,7.5,,,5.75,3.75,3.6,7.75,,8.0,,01
343156,01070643,6.75,9.25,,,7.25,5.75,4.4,7.0,,7.2,,01
343157,01070644,6.75,6.25,,,7.25,8.75,3.4,6.0,,9.2,,01
343158,01070645,3.25,8.25,,,5.33,4.5,2.4,6.25,,3.6,,01
343159,01070646,6.75,9.0,,,7.25,6.0,3.2,6.25,,6.8,,01
343160,01070647,7.25,8.0,,,6.83,5.25,3.0,7.0,,7.2,,01
343161,01070648,5.0,6.0,,,4.75,3.25,2.2,4.0,,3.0,,01
343162,01070649,7.0,7.25,,,6.25,4.5,4.4,6.5,,8.0,,01
343163,01070650,6.0,7.5,,,5.83,4.0,2.8,6.5,,6.8,,01
343164,01070651,5.25,8.0,,,5.75,4.0,1.8,3.5,,3.8,,01
343165,01070652,6.75,6.25,,,5.67,4.0,4.6,6.0,,8.0,,01
343166,01070653,7.0,7.25,,,6.0,3.75,6.0,7.75,,8.4,,01
343167,01070654,6.75,7.25,,,6.33,5.0,2.6,4.75,,4.8,,01
343168,01070655,6.5,8.0,,,6.5,5.0,3.2,5.75,,6.4,,01
343169,01070656,6.75,8.5,,,6.67,4.75,1.8,6.75,,5.0,,01
343170,01070657,4.5,4.0,,,3.92,3.25,1.4,1.25,,2.8,,01
343171,01070658,8.25,8.25,,,8.58,9.25,4.6,7.0,,6.4,,01
343172,01070659,7.0,7.25,,,7.08,7.0,5.4,6.5,,7.0,,01
343173,01070660,7.0,7.5,,,6.67,5.5,3.6,6.5,,4.8,,01
343174,01070661,7.5,9.25,,,7.5,5.75,3.0,5.75,,6.4,,01
343175,01070662,7.5,7.75,,,7.75,8.0,2.2,7.0,,8.2,,01
343176,01070663,5.75,8.75,,,6.58,5.25,1.6,6.0,,6.2,,01
343177,01070664,6.25,5.25,,,5.58,5.25,2.6,4.5,,6.8,,01
343178,01070665,7.75,8.0,,,7.58,7.0,4.4,7.0,,8.4,,01
343179,01070666,7.5,6.75,,,6.5,5.25,3.0,6.5,,5.4,,01
343180,01070667,6.5,8.75,,,6.92,5.5,3.4,7.25,,6.2,,01
343181,01070668,6.25,6.0,,,5.5,4.25,7.8,9.0,,8.0,,01
343182,01070669,5.0,6.5,,,4.92,3.25,4.8,7.75,,5.8,,01
343183,01070670,4.75,8.5,,,5.58,3.5,3.6,5.5,,6.8,,01
343184,01070671,4.25,7.75,,,5.58,4.75,4.6,7.5,,7.4,,01
343185,01070672,5.25,6.75,,,5.17,3.5,4.6,7.5,,5.6,,01
343186,01070673,7.0,8.25,,,7.25,6.5,3.0,7.0,,7.2,,01
343187,01070674,7.5,8.5,,,7.5,6.5,5.0,7.5,,9.0,,01
343188,01070675,6.25,8.25,,,6.08,3.75,4.4,8.25,,6.6,,01
343189,01070676,7.75,9.0,,,8.08,7.5,2.4,4.0,,4.6,,01
343190,01070677,6.75,8.25,,,6.75,5.25,3.4,5.75,,7.6,,01
343191,01070678,7.25,9.0,,,7.08,5.0,3.8,6.5,,7.2,,01
343192,01070679,8.0,7.5,,,7.17,6.0,2.4,6.75,,7.8,,01
343193,01070680,6.5,7.0,,,6.25,5.25,4.0,6.5,,8.0,,01
343194,01070681,6.5,8.25,,,6.58,5.0,8.6,8.25,,8.2,,01
343195,01070682,8.0,9.25,,,8.25,7.5,5.0,7.25,,6.0,,01
343196,01070683,7.75,7.75,,,8.17,9.0,3.4,8.25,,5.4,,01
343197,01070684,7.25,9.0,,,7.33,5.75,8.0,7.5,,8.6,,01
343198,01070685,6.25,8.5,,,7.08,6.5,6.0,8.5,,8.8,,01
343199,01070686,6.5,8.25,,,6.67,5.25,6.6,8.0,,8.6,,01
343200,01070687,7.25,8.0,,,6.5,4.25,4.0,8.0,,7.4,,01
343201,01070688,6.25,7.5,,,6.67,6.25,7.2,6.0,,9.0,,01
343202,01070689,6.75,8.25,,,6.08,3.25,2.6,8.0,,4.0,,01
343203,01070690,6.0,9.0,,,7.67,8.0,3.0,6.5,,7.8,,01
343204,01070691,7.5,8.75,,,7.0,4.75,7.2,7.0,,8.8,,01
343205,01070692,8.5,8.75,,,7.92,6.5,8.2,8.5,,8.6,,01
343206,01070693,5.75,7.5,,,5.92,4.5,5.8,7.5,,7.4,,01
343207,01070694,7.0,8.5,,,7.33,6.5,4.4,7.5,,8.6,,01
343208,01070695,5.25,8.75,,,6.42,5.25,2.6,5.75,,5.0,,01
343209,01070696,6.75,8.5,,,7.42,7.0,4.8,7.0,,8.2,,01
343210,01070697,8.5,9.0,,,7.67,5.5,5.4,8.0,,8.6,,01
343211,01070698,8.75,7.75,,,8.5,9.0,4.8,9.0,,6.4,,01
343212,01070699,8.0,8.5,,,7.83,7.0,4.6,7.75,,4.6,,01
343213,01070700,7.5,7.5,,,6.5,4.5,4.8,8.0,,8.0,,01
343214,01070701,5.5,5.5,,,5.08,4.25,4.2,5.0,,3.8,,01
343215,01070702,7.75,8.25,,,7.25,5.75,4.0,7.0,,6.4,,01
343216,01070703,6.5,9.5,,,7.17,5.5,4.0,8.0,,6.8,,01
343217,01070704,5.5,9.0,,,6.08,3.75,2.8,7.5,,6.8,,01
343218,01070705,6.0,6.0,,,5.0,3.0,2.8,6.25,,3.6,,01
343219,01070706,6.5,6.5,,,6.33,6.0,5.6,7.75,,8.6,,01
343220,01070707,6.5,8.5,,,7.0,6.0,3.6,7.5,,6.6,,01
343221,01070708,5.25,6.5,,,5.67,5.25,3.0,7.0,,4.4,,01
343222,01070709,6.75,8.5,,,6.67,4.75,4.0,7.0,,7.4,,01
343223,01070710,6.0,5.5,,,5.58,5.25,3.2,7.0,,5.0,,01
343224,01070711,7.25,8.5,,,7.67,7.25,2.4,7.5,,6.8,,01
343225,01070712,5.75,7.75,,,6.17,5.0,3.2,6.5,,6.6,,01
343226,01070713,8.5,8.75,,,8.25,7.5,6.6,8.25,,8.2,,01
343227,01070714,7.5,9.5,,,7.5,5.5,2.6,6.0,,6.2,,01
343228,01070715,4.75,7.75,,,5.08,2.75,4.2,6.25,,6.4,,01
343229,01070716,6.25,8.75,,,6.75,5.25,5.6,7.0,,6.2,,01
343230,01070717,5.25,7.0,,,5.17,3.25,3.2,6.5,,4.4,,01
343231,01070718,6.25,6.0,,,5.67,4.75,2.4,6.5,,5.6,,01
343232,01070719,6.5,7.5,,,6.17,4.5,3.2,7.25,,8.4,,01
343233,01070720,7.25,8.5,,,7.33,6.25,4.6,6.25,,8.6,,01
343234,01070721,8.0,7.75,,,6.75,4.5,2.2,6.0,,8.6,,01
343235,01070722,6.0,8.5,,,6.83,6.0,2.2,6.0,,7.4,,01
343236,01070723,6.25,7.5,,,5.67,3.25,2.8,6.25,,8.4,,01
343237,01070724,6.5,7.25,,,6.17,4.75,2.4,6.5,,8.0,,01
343238,01070725,8.5,8.25,,,7.92,7.0,4.2,7.75,,7.8,,01
343239,01070726,7.75,9.0,,,7.42,5.5,2.8,6.0,,6.8,,01
343240,01070727,7.0,7.75,,,6.25,4.0,2.0,6.5,,7.2,,01
343241,01070728,5.5,6.0,,,4.75,2.75,1.8,4.25,,2.8,,01
343242,01070729,5.5,7.25,,,5.33,3.25,2.0,5.0,,2.6,,01
343243,01070730,5.75,6.25,,,5.5,4.5,4.2,6.75,,7.2,,01
343244,01070731,5.5,7.25,,,5.17,2.75,3.2,4.75,,5.6,,01
343245,01070732,5.25,6.5,,,5.58,5.0,3.4,7.25,,3.6,,01
343246,01070733,5.0,6.5,,,4.42,1.75,3.4,6.5,,6.2,,01
343247,01070734,6.25,7.5,,,6.5,5.75,8.2,6.0,,8.4,,01
343248,01070735,7.25,8.5,,,6.92,5.0,6.6,7.75,,8.2,,01
343249,01070736,7.25,8.75,,,7.42,6.25,3.8,8.0,,4.4,,01
343250,01070737,7.25,7.25,,,7.83,9.0,4.4,5.75,,7.4,,01
343251,01070738,7.25,9.0,,,7.25,5.5,4.0,8.75,,6.4,,01
343252,01070739,5.75,7.25,,,5.5,3.5,2.8,6.75,,4.6,,01
343253,01070740,3.5,6.25,,,4.83,4.75,3.6,8.0,,6.0,,01
343254,01070741,8.75,9.0,,,8.42,7.5,3.2,5.75,,6.4,,01
343255,01070742,8.0,9.25,,,8.75,9.0,3.4,8.25,,7.2,,01
343256,01070743,6.0,5.5,,,5.67,5.5,2.8,4.75,,7.0,,01
343257,01070744,6.75,7.5,,,5.83,3.25,2.6,7.25,,7.6,,01
343258,01070745,4.75,7.5,,,5.33,3.75,3.2,3.5,,3.2,,01
343259,01070746,7.25,8.25,,,8.0,8.5,9.2,8.75,,9.2,,01
343260,01070747,3.75,6.0,,,4.17,2.75,3.0,4.5,,3.2,,01
343261,01070748,7.5,8.0,,,7.42,6.75,9.2,8.5,,9.4,,01
343262,01070749,7.25,8.0,,,6.67,4.75,4.0,8.5,,8.4,,01
343263,01070750,6.0,7.5,,,6.17,5.0,2.8,6.5,,6.6,,01
343264,01070751,5.5,7.0,,,5.92,5.25,2.8,7.0,,6.8,,01
343265,01070752,8.25,8.75,,,7.17,4.5,4.4,7.5,,6.8,,01
343266,01070753,6.75,8.75,,,6.67,4.5,1.0,5.0,,2.6,,01
343267,01070754,8.0,6.25,,,6.0,3.75,2.4,4.75,,5.2,,01
343268,01070755,,,5.25,5.0,,,4.2,6.0,3.75,7.8,6.00,01
343269,01070756,,,4.75,4.17,,,3.4,7.75,4.75,4.8,3.00,01
343270,01070757,,,3.75,3.25,,,5.6,6.0,3.0,8.2,3.00,01
343271,01070758,,,8.75,7.42,,,2.0,7.0,5.75,10.0,7.75,01
343272,01070759,,,3.5,4.33,,,2.4,5.5,4.25,6.2,5.25,01
343273,01070760,,,8.5,7.75,,,2.6,6.5,5.75,8.6,9.00,01
343274,01070761,,,8.25,6.42,,,2.8,5.75,3.25,8.6,7.75,01
343275,01070762,,,4.75,6.5,,,6.6,8.0,6.0,8.8,8.75,01
343276,01070763,,,3.5,5.0,,,5.2,6.75,4.0,9.0,7.50,01
343277,01070764,,,5.0,4.5,,,1.8,6.0,4.5,8.8,4.00,01
343278,01070765,,,8.25,7.25,,,4.8,6.25,4.5,9.4,9.00,01
343279,01070766,,,8.5,8.17,,,7.0,5.75,7.75,7.6,8.25,01
343280,01070767,,,7.75,6.17,,,3.0,6.0,5.0,8.2,5.75,01
343281,01070768,,,5.25,5.75,,,2.0,6.25,5.5,7.8,6.50,01
343282,01070769,,,7.25,6.08,,,4.0,5.5,4.25,7.6,6.75,01
343283,01070770,,,3.75,3.58,,,3.8,5.25,2.0,7.8,5.00,01
343284,01070771,,,4.75,5.08,,,1.4,6.5,2.75,8.4,7.75,01
343285,01070772,,,9.5,7.17,,,3.8,6.5,3.75,9.0,8.25,01
343286,01070773,,,7.5,6.17,,,2.8,7.25,3.5,8.8,7.50,01
343287,01070774,,,5.0,5.25,,,4.0,7.0,4.75,7.0,6.00,01
343288,01070775,,,7.75,7.58,,,3.8,7.25,7.0,8.2,8.00,01
343289,01070776,,,2.75,4.83,,,6.4,7.0,3.5,9.0,8.25,01
343290,01070777,,,7.75,7.0,,,5.0,6.5,4.75,8.2,8.50,01
343291,01070778,,,8.0,6.42,,,4.4,6.0,3.25,8.4,8.00,01
343292,01070779,,,8.25,7.17,,,3.6,8.0,4.75,8.4,8.50,01
343293,01070780,,,4.75,5.5,,,7.4,5.5,4.25,9.2,7.50,01
343294,01070781,,,4.75,5.58,,,5.6,6.0,4.5,9.0,7.50,01
343295,01070782,,,5.0,3.83,,,2.0,4.75,3.25,7.4,3.25,01
343296,01070783,,,5.5,5.75,,,3.0,6.5,3.75,9.0,8.00,01
343297,01070784,,,3.75,4.58,,,2.6,7.0,5.0,7.2,5.00,01
343298,01070785,,,4.0,4.67,,,5.8,5.5,4.5,7.6,5.50,01
343299,01070786,,,7.5,6.33,,,3.8,6.5,3.5,8.8,8.00,01
343300,01070787,,,6.5,5.58,,,3.6,6.0,4.0,8.6,6.25,01
343301,01070788,,,6.0,5.25,,,3.0,4.5,3.5,7.4,6.25,01
343302,01070789,,,8.5,6.17,,,3.6,3.5,2.75,8.4,7.25,01
343303,01070790,,,6.0,6.08,,,3.8,6.75,4.5,8.0,7.75,01
343304,01070791,,,7.0,6.17,,,3.0,8.0,5.25,8.2,6.25,01
343305,01070792,,,8.25,6.92,,,3.6,7.5,3.25,8.6,9.25,01
343306,01070793,,,8.75,7.17,,,3.2,7.0,7.75,8.8,5.00,01
343307,01070794,,,7.75,6.33,,,2.4,5.25,3.5,9.0,7.75,01
343308,01070795,,,2.75,5.25,,,8.0,6.5,4.5,8.8,8.50,01
343309,01070796,,,8.75,5.33,,,9.0,7.5,4.25,9.4,3.00,01
343310,01070797,,,5.5,5.83,,,4.4,5.75,5.25,8.2,6.75,01
343311,01070798,,,7.5,6.33,,,3.6,6.5,4.25,8.8,7.25,01
343312,01070799,,,3.0,4.83,,,3.6,6.25,5.0,8.2,6.50,01
343313,01070800,,,4.25,6.17,,,6.0,8.0,5.5,8.2,8.75,01
343314,01070801,,,4.5,5.5,,,9.2,7.75,3.25,8.6,8.75,01
343315,01070802,,,4.5,5.92,,,4.0,7.0,5.75,8.2,7.50,01
343316,01070803,,,8.5,7.0,,,2.8,6.75,4.25,8.6,8.25,01
343317,01070804,,,3.25,5.08,,,4.4,7.75,4.75,7.8,7.25,01
343318,01070805,,,9.5,7.67,,,4.8,7.75,4.5,9.2,9.00,01
343319,01070806,,,5.25,3.92,,,2.0,7.0,4.75,8.2,1.75,01
343320,01070807,,,6.75,6.83,,,4.6,6.5,5.25,9.0,8.50,01
343321,01070808,,,7.75,6.25,,,1.6,5.5,3.75,7.8,7.25,01
343322,01070809,,,8.0,6.08,,,3.6,5.0,3.25,9.6,7.00,01
343323,01070810,,,8.0,6.25,,,1.6,6.0,3.75,8.8,7.00,01
343324,01070811,,,7.0,6.5,,,3.8,3.5,4.25,8.8,8.25,01
343325,01070812,,,9.5,8.42,,,3.8,7.0,6.25,9.8,9.50,01
343326,01070813,,,4.5,4.67,,,6.6,4.5,4.5,6.0,5.00,01
343327,01070814,,,8.75,7.67,,,5.0,5.75,5.5,9.0,8.75,01
343328,01070815,,,6.25,5.25,,,3.2,6.75,4.5,7.8,5.00,01
343329,01070816,,,7.25,6.0,,,2.2,6.75,3.75,8.6,7.00,01
343330,01070817,,,3.5,4.75,,,2.4,4.75,3.0,8.6,7.75,01
343331,01070818,,,7.25,6.33,,,2.8,6.25,3.5,8.0,8.25,01
343332,01070819,,,6.0,5.75,,,3.8,6.0,4.25,7.6,7.00,01
343333,01070820,,,8.0,6.5,,,3.4,4.5,3.5,8.8,8.00,01
343334,01070821,,,4.5,5.75,,,6.4,5.25,4.75,9.0,8.00,01
343335,01070822,,,4.25,3.92,,,4.0,5.25,2.25,7.6,5.25,01
343336,01070823,,,3.5,4.33,,,7.4,5.0,3.75,6.6,5.75,01
343337,01070824,,,8.0,7.25,,,8.6,7.25,5.25,9.2,8.50,01
343338,01070825,,,7.0,5.08,,,2.8,7.5,3.25,6.6,5.00,01
343339,01070826,,,8.0,6.92,,,4.0,5.5,3.75,9.6,9.00,01
343340,01070827,,,6.5,6.0,,,5.6,7.0,4.25,8.4,7.25,01
343341,01070828,,,5.0,6.33,,,7.0,8.0,5.5,9.2,8.50,01
343342,01070829,,,4.75,6.17,,,7.6,7.0,5.5,8.2,8.25,01
343343,01070830,,,4.5,4.58,,,4.4,5.5,2.75,8.2,6.50,01
343344,01070831,,,7.0,6.17,,,3.4,6.0,3.75,9.0,7.75,01
343345,01070832,,,4.25,5.67,,,8.4,8.5,5.0,9.6,7.75,01
343346,01070833,,,3.75,5.25,,,7.6,5.5,3.5,8.8,8.50,01
343347,01070834,,,6.5,6.83,,,8.0,7.5,6.0,8.8,8.00,01
343348,01070835,,,6.0,6.25,,,6.4,7.5,5.0,7.4,7.75,01
343349,01070836,,,9.0,8.08,,,5.2,8.0,9.0,9.2,6.25,01
343350,01070837,,,7.0,6.08,,,2.8,5.5,3.75,8.4,7.50,01
343351,01070838,,,6.25,5.17,,,2.4,6.5,6.25,7.8,3.00,01
343352,01070839,,,5.5,6.17,,,8.0,6.5,4.0,9.0,9.00,01
343353,01070840,,,5.75,6.67,,,6.2,6.5,5.5,7.6,8.75,01
343354,01070841,,,8.75,6.5,,,2.6,3.75,6.75,8.6,4.00,01
343355,01070842,,,7.5,6.67,,,5.8,7.75,5.0,7.8,7.50,01
343356,01070843,,,8.5,7.25,,,4.0,7.25,5.5,9.0,7.75,01
343357,01070844,,,4.0,6.17,,,9.4,5.5,6.25,9.2,8.25,01
343358,01070845,,,7.0,5.75,,,2.6,5.5,2.5,8.2,7.75,01
343359,01070846,,,5.5,5.08,,,3.8,6.25,4.0,7.6,5.75,01
343360,01070847,,,8.75,7.92,,,3.0,5.5,6.5,9.2,8.50,01
343361,01070848,,,5.25,4.83,,,3.2,6.25,4.5,9.0,4.75,01
343362,01070849,,,9.0,7.0,,,4.0,7.5,3.75,8.8,8.25,01
343363,01070850,,,9.25,7.83,,,4.8,6.5,5.25,9.0,9.00,01
343364,01070851,,,9.75,9.17,,,6.4,7.0,8.0,9.4,9.75,01
343365,01070852,,,8.0,6.0,,,4.8,5.25,4.25,7.2,5.75,01
343366,01070853,,,8.25,5.83,,,2.2,6.75,3.25,8.8,6.00,01
343367,01070854,,,7.75,6.58,,,2.6,6.25,3.75,9.0,8.25,01
343368,01070855,,,7.0,5.58,,,2.2,7.0,6.5,8.4,3.25,01
343369,01070856,,,4.0,5.0,,,4.0,5.5,4.75,7.0,6.25,01
343370,01070857,,,5.5,4.75,,,3.4,4.0,4.25,6.0,4.50,01
343371,01070858,,,3.5,4.92,,,7.0,6.5,4.25,7.6,7.00,01
343372,01070859,,,5.75,5.58,,,2.4,5.75,3.0,8.8,8.00,01
343373,01070860,,,7.75,6.5,,,2.8,6.75,4.75,7.6,7.00,01
343374,01070861,,,5.75,5.08,,,1.8,7.0,2.75,8.4,6.75,01
343375,01070862,,,4.0,3.75,,,5.8,7.25,3.75,7.2,3.50,01
343376,01070863,,,4.5,4.33,,,4.2,6.5,4.25,7.6,4.25,01
343377,01070864,,,3.5,4.33,,,7.8,6.0,2.25,8.6,7.25,01
343378,01070865,,,8.0,7.33,,,4.0,6.0,6.25,8.6,7.75,01
343379,01070866,,,3.0,4.25,,,4.4,7.25,2.25,8.2,7.50,01
343380,01070867,,,8.0,5.67,,,8.4,6.75,4.5,8.4,4.50,01
343381,01070868,,,7.75,6.5,,,7.2,7.25,4.0,8.8,7.75,01
343382,01070869,,,5.25,4.42,,,8.0,5.75,2.0,8.4,6.00,01
343383,01070870,,,8.75,7.17,,,6.0,6.5,8.0,9.0,4.75,01
343384,01070871,,,5.5,5.75,,,6.2,7.25,5.25,9.2,6.50,01
343385,01070872,,,8.0,7.17,,,5.6,6.0,5.0,8.8,8.50,01
343386,01070873,,,8.25,6.92,,,5.6,6.0,4.75,9.2,7.75,01
343387,01070874,,,5.0,6.08,,,7.0,7.25,4.75,9.0,8.50,01
343388,01070875,,,3.75,4.67,,,3.2,6.0,5.5,6.8,4.75,01
343389,01070876,,,2.5,4.58,,,8.0,6.5,2.75,7.2,8.50,01
343390,01070877,,,9.5,8.25,,,4.6,5.25,6.5,8.6,8.75,01
343391,01070878,,,7.75,6.25,,,3.2,5.5,4.25,8.2,6.75,01
343392,01070879,,,8.0,5.83,,,3.8,7.25,3.25,9.2,6.25,01
