STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
343393,01070880,,,7.0,6.92,,,3.8,6.25,5.75,7.4,8.00,01
343394,01070881,,,8.25,5.92,,,3.6,6.75,6.25,9.0,3.25,01
343395,01070882,,,4.25,4.33,,,2.4,6.75,5.75,5.6,3.00,01
343396,01070883,,,6.5,6.0,,,2.2,7.25,4.75,9.2,6.75,01
343397,01070884,,,6.25,5.5,,,3.8,6.75,7.25,9.2,3.00,01
343398,01070885,,,3.0,5.92,,,7.8,7.0,6.25,8.8,8.50,01
343399,01070886,,,4.75,5.67,,,2.6,6.25,4.75,7.2,7.50,01
343400,01070887,,,4.25,4.67,,,2.4,5.75,4.25,8.4,5.50,01
343401,01070888,,,6.25,5.58,,,4.0,5.75,3.75,8.2,6.75,01
343402,01070889,,,7.0,6.75,,,5.0,7.5,6.0,8.2,7.25,01
343403,01070890,,,5.75,6.08,,,2.8,5.75,4.5,9.0,8.00,01
343404,01070891,,,5.5,4.92,,,2.0,5.25,4.25,6.8,5.00,01
343405,01070892,,,7.75,6.75,,,1.8,6.25,4.0,9.4,8.50,01
343406,01070893,,,7.5,6.08,,,5.0,5.75,3.25,8.6,7.50,01
343407,01070894,,,4.25,5.33,,,2.0,6.75,5.25,7.0,6.50,01
343408,01070895,,,4.25,4.83,,,3.4,6.5,5.25,6.2,5.00,01
343409,01070896,,,9.75,8.17,,,6.4,6.75,5.75,9.4,9.00,01
343410,01070897,,,3.75,4.33,,,3.2,6.25,4.0,5.0,5.25,01
343411,01070898,,,8.5,7.17,,,4.4,5.25,4.75,8.8,8.25,01
343412,01070899,,,6.5,6.0,,,3.8,4.75,5.0,8.6,6.50,01
343413,01070900,,,8.0,6.0,,,2.4,6.0,3.0,8.8,7.00,01
343414,01070901,,,2.0,3.67,,,2.4,5.0,3.75,7.6,5.25,01
343415,01070902,,,2.75,4.25,,,2.6,5.5,4.25,7.6,5.75,01
343416,01070903,,,3.75,5.33,,,7.6,5.75,4.75,8.8,7.50,01
343417,01070904,,,5.75,6.17,,,9.0,7.0,5.0,8.0,7.75,01
343418,01070905,,,8.75,7.42,,,5.6,5.5,4.75,9.2,8.75,01
343419,01070906,,,3.5,4.67,,,2.8,6.25,4.5,7.6,6.00,01
343420,01070907,,,4.75,5.25,,,7.8,7.25,3.25,8.2,7.75,01
343421,01070908,,,4.0,5.08,,,6.4,5.5,3.25,8.8,8.00,01
343422,01070909,,,2.25,2.83,,,5.0,6.5,2.25,8.4,4.00,01
343423,01070910,,,7.75,6.42,,,3.4,4.75,4.5,8.6,7.00,01
343424,01070911,,,4.75,3.83,,,2.8,5.5,3.5,4.4,3.25,01
343425,01070912,,,6.75,5.67,,,3.6,6.0,6.0,7.6,4.25,01
343426,01070913,,,7.0,6.25,,,3.0,6.0,5.25,8.6,6.50,01
343427,01070914,,,5.75,5.08,,,2.6,4.0,3.75,7.4,5.75,01
343428,01070915,,,7.0,6.5,,,2.8,5.75,4.0,9.2,8.50,01
343429,01070916,,,2.5,3.08,,,3.2,6.5,3.75,4.8,3.00,01
343430,01070917,,,8.0,6.5,,,4.0,6.0,3.25,8.8,8.25,01
343431,01070918,,,6.25,5.92,,,3.6,5.75,4.25,8.4,7.25,01
343432,01070919,6.75,9.0,,,7.08,5.5,5.4,8.0,,6.6,,01
343433,01070920,7.75,8.75,,,7.58,6.25,6.2,8.25,,8.4,,01
343434,01070921,6.75,6.5,,,6.33,5.75,5.0,8.0,,9.2,,01
343435,01070922,,,6.75,6.58,,,8.4,4.25,6.0,8.0,7.00,01
343436,01070923,7.75,8.5,,,7.33,5.75,5.6,8.5,,8.6,,01
343437,01070924,6.0,6.75,,,5.58,4.0,2.4,6.5,,7.2,,01
343438,01070925,,,6.5,5.0,,,5.8,7.0,5.75,8.8,2.75,01
343439,01070926,,,7.0,6.33,,,6.6,6.25,4.5,8.6,7.50,01
343440,01070927,7.0,8.75,,,7.0,5.25,7.8,8.0,,8.2,,01
343441,01070928,,,7.0,5.5,,,3.8,7.0,2.5,7.8,7.00,01
343442,01070929,6.75,8.5,,,6.83,5.25,5.0,7.25,,6.8,,01
343443,01070930,6.25,8.75,,,6.92,5.75,9.0,8.5,,9.4,,01
343444,01070931,,,3.25,5.17,,,5.8,7.25,5.75,7.2,6.50,01
343445,01070932,,,7.75,6.92,,,4.4,8.0,4.75,9.2,8.25,01
343446,01070933,8.0,9.25,,,8.0,6.75,7.6,8.0,,9.2,,01
343447,01070934,,,7.0,6.92,,,3.4,7.0,8.25,9.2,5.50,01
343448,01070935,7.5,8.0,,,6.83,5.0,7.8,8.5,,8.8,,01
343449,01070936,,,8.0,6.92,,,4.0,5.75,4.5,7.4,8.25,01
343450,01070937,6.5,8.75,,,6.67,4.75,5.8,6.25,,7.8,,01
343451,01070938,6.25,7.75,,,6.75,6.25,6.0,7.0,,7.8,,01
343452,01070939,,,6.25,5.58,,,3.4,5.75,4.25,8.6,6.25,01
343453,01070940,7.0,8.5,,,6.67,4.5,6.8,7.75,,5.0,,01
343454,01070941,8.0,9.0,,,7.42,5.25,4.0,6.5,,7.4,,01
343455,01070942,,,4.0,5.08,,,4.2,6.0,3.25,8.4,8.00,01
343456,01070943,7.5,8.25,,,7.25,6.0,4.6,7.25,,7.8,,01
343457,01070944,5.25,8.0,,,5.58,3.5,2.8,7.25,,7.2,,01
343458,01070945,,,8.0,6.58,,,5.0,5.75,4.0,8.6,7.75,01
343459,01070946,,,8.0,6.17,,,3.8,6.5,3.0,9.2,7.50,01
343460,01070947,5.5,8.0,,,6.33,5.5,7.4,8.0,,7.8,,01
343461,01070948,6.5,7.5,,,6.0,4.0,3.2,5.75,,6.6,,01
343462,01070949,9.25,6.5,,,8.5,9.75,2.8,7.0,,5.2,,01
343463,01070950,,,8.0,7.5,,,5.2,6.5,6.5,8.4,8.00,01
343464,01070951,5.75,7.25,,,6.58,6.75,3.2,5.5,,5.0,,01
343465,01070952,7.5,8.25,,,7.08,5.5,6.4,8.25,,7.8,,01
343466,01070953,7.5,7.25,,,6.83,5.75,4.8,8.75,,8.0,,01
343467,01070954,,,5.75,5.5,,,3.4,5.25,4.25,8.4,6.50,01
343468,01070955,7.0,8.5,,,7.58,7.25,5.6,7.25,,8.0,,01
343469,01070956,5.5,6.0,,,4.67,2.5,3.2,6.75,,4.6,,01
343470,01070957,6.25,8.5,,,6.33,4.25,6.4,7.25,,7.6,,01
343471,01070958,7.75,9.25,,,8.08,7.25,4.4,7.5,,7.2,,01
343472,01070959,6.25,8.0,,,6.5,5.25,6.2,7.75,,8.0,,01
343473,01070960,6.75,8.0,,,7.42,7.5,9.0,8.0,,8.2,,01
343474,01070961,7.0,8.25,,,6.25,3.5,2.8,7.0,,5.6,,01
343475,01070962,7.0,7.75,,,7.25,7.0,4.4,8.0,,7.2,,01
343476,01070963,6.25,7.0,,,5.67,3.75,4.0,6.75,,3.2,,01
343477,01070964,,,7.25,7.5,,,5.6,8.5,6.0,8.8,9.25,01
343478,01070965,7.5,9.0,,,7.08,4.75,4.6,7.75,,5.6,,01
343479,01070966,4.75,6.5,,,5.42,5.0,3.2,7.25,,7.4,,01
343480,01070967,7.0,8.0,,,7.17,6.5,3.8,7.0,,7.4,,01
343481,01070968,,,7.5,6.83,,,5.2,6.75,5.0,9.0,8.00,01
343482,01070969,5.75,6.5,,,5.33,3.75,3.8,6.25,,6.4,,01
343483,01070970,,,8.5,6.67,,,4.0,5.75,3.25,8.4,8.25,01
343484,01070971,,,5.25,6.0,,,7.8,6.5,4.25,9.0,8.50,01
343485,01070972,7.5,8.25,,,6.5,3.75,3.6,5.25,,6.8,,01
343486,01070973,7.0,8.75,,,7.0,5.25,3.0,6.25,,5.2,,01
343487,01070974,5.75,7.25,,,5.92,4.75,3.8,7.75,,7.6,,01
343488,01070975,7.0,7.25,,,6.75,6.0,2.0,7.25,,7.4,,01
343489,01070976,5.75,8.25,,,6.58,5.75,3.2,6.75,,6.4,,01
343490,01070977,6.75,7.0,,,7.0,7.25,2.8,4.75,,7.0,,01
343491,01070978,5.75,8.0,,,6.25,5.0,4.2,5.25,,6.8,,01
343492,01070979,7.5,7.75,,,6.67,4.75,5.4,7.5,,8.0,,01
343493,01070980,6.25,8.75,,,7.17,6.5,8.6,7.5,,8.2,,01
343494,01070981,7.0,8.75,,,6.92,5.0,9.0,8.5,,9.4,,01
343495,01070982,5.75,6.5,,,4.83,2.25,2.0,4.0,,7.0,,01
343496,01070983,6.25,7.5,,,6.17,4.75,3.0,6.25,,3.4,,01
343497,01070984,6.75,7.75,,,6.83,6.0,7.2,9.0,,8.6,,01
343498,01070985,6.5,8.5,,,7.75,8.25,3.2,7.5,,8.0,,01
343499,01070986,3.5,4.75,,,3.83,3.25,3.6,3.75,,3.6,,01
343500,01070987,7.0,7.25,,,6.67,5.75,4.0,7.5,,7.4,,01
343501,01070988,6.5,7.5,,,5.92,3.75,3.6,3.0,,2.4,,01
343502,01070989,7.0,8.25,,,6.5,4.25,3.2,6.5,,7.6,,01
343503,01070990,6.75,7.5,,,6.17,4.25,3.2,7.0,,5.0,,01
343504,01070991,6.5,8.25,,,6.25,4.0,5.4,8.0,,7.4,,01
343505,01070992,6.25,5.25,,,4.75,2.75,4.0,8.25,,6.4,,01
343506,01070993,8.5,9.5,,,9.0,9.0,4.2,8.0,,5.2,,01
343507,01070994,6.5,7.25,,,5.33,2.25,4.4,6.5,,6.8,,01
343508,01070995,7.75,8.5,,,6.58,3.5,8.6,8.25,,8.6,,01
343509,01070996,7.25,8.75,,,7.33,6.0,4.2,8.5,,7.8,,01
343510,01070997,6.75,6.5,,,6.75,7.0,8.0,8.5,,8.8,,01
343511,01070998,7.5,8.75,,,7.25,5.5,4.6,8.0,,7.2,,01
343512,01070999,8.25,8.75,,,7.83,6.5,4.2,7.75,,5.6,,01
343513,01071000,6.0,7.25,,,5.42,3.0,6.6,8.5,,7.0,,01
343514,01071001,7.5,8.25,,,6.5,3.75,4.8,7.75,,7.8,,01
343515,01071002,4.75,6.75,,,5.17,4.0,3.2,8.25,,7.4,,01
343516,01071003,8.5,7.5,,,6.67,4.0,6.6,8.25,,8.6,,01
343517,01071004,6.0,8.75,,,6.5,4.75,3.6,8.25,,6.6,,01
343518,01071005,7.75,9.5,,,7.92,6.5,3.0,7.75,,9.2,,01
343519,01071006,9.0,8.75,,,9.0,9.25,2.6,9.0,,7.4,,01
343520,01071007,5.75,7.25,,,6.08,5.25,7.0,6.75,,8.6,,01
343521,01071008,5.75,6.0,,,5.0,3.25,3.0,3.25,,3.4,,01
343522,01071009,5.5,7.75,,,6.17,5.25,2.0,6.75,,4.4,,01
343523,01071010,7.0,8.25,,,7.83,8.25,5.8,8.0,,6.4,,01
343524,01071011,7.75,8.5,,,6.92,4.5,8.4,8.5,,8.8,,01
343525,01071012,7.25,8.25,,,7.0,5.5,3.8,8.0,,6.4,,01
343526,01071013,7.0,9.0,,,7.92,7.75,4.4,8.25,,8.8,,01
343527,01071014,5.0,8.0,,,5.42,3.25,5.8,8.25,,8.0,,01
343528,01071015,6.0,8.25,,,6.0,3.75,3.4,6.5,,7.4,,01
343529,01071016,8.5,8.5,,,8.83,9.5,4.2,8.0,,6.0,,01
343530,01071017,6.5,7.75,,,6.67,5.75,2.8,6.75,,6.8,,01
343531,01071018,7.75,8.5,,,7.08,5.0,8.0,8.5,,9.2,,01
343532,01071019,6.25,8.25,,,6.42,4.75,6.2,8.25,,9.2,,01
343533,01071020,7.0,7.75,,,7.0,6.25,5.0,6.25,,6.0,,01
343534,01071021,6.5,7.0,,,5.83,4.0,3.8,5.75,,5.4,,01
343535,01071022,5.75,6.0,,,4.75,2.5,3.0,4.25,,2.8,,01
343536,01071023,7.0,6.75,,,5.67,3.25,3.0,5.5,,6.6,,01
343537,01071024,8.5,8.5,,,8.08,7.25,3.4,6.75,,5.2,,01
343538,01071025,5.75,8.5,,,6.58,5.5,2.4,5.0,,4.8,,01
343539,01071026,5.75,5.25,,,4.75,3.25,2.4,4.5,,6.2,,01
343540,01071027,7.25,9.0,,,7.0,4.75,4.4,6.5,,5.2,,01
343541,01071028,7.5,7.5,,,6.92,5.75,3.4,5.75,,7.2,,01
343542,01071029,6.0,7.5,,,5.92,4.25,2.0,5.25,,3.8,,01
343543,01071030,6.5,8.0,,,6.67,5.5,5.8,6.5,,7.4,,01
343544,01071031,8.25,9.25,,,8.17,7.0,2.4,6.5,,7.4,,01
343545,01071032,8.0,7.75,,,6.92,5.0,4.0,7.0,,6.2,,01
343546,01071033,7.5,8.5,,,6.92,4.75,4.0,6.5,,6.2,,01
343547,01071034,6.0,7.0,,,5.83,4.5,4.2,5.25,,7.2,,01
343548,01071035,6.0,5.75,,,5.5,4.75,4.8,5.75,,7.4,,01
343549,01071036,6.75,8.0,,,6.17,3.75,2.4,8.0,,7.0,,01
343550,01071037,5.25,5.75,,,5.0,4.0,1.4,4.75,,2.4,,01
343551,01071038,5.5,6.75,,,5.33,3.75,3.4,4.75,,7.0,,01
343552,01071039,5.5,7.25,,,6.17,5.75,3.4,5.0,,5.4,,01
343553,01071040,6.25,8.5,,,6.42,4.5,4.2,8.25,,8.2,,01
343554,01071041,8.25,8.75,,,7.92,6.75,8.2,8.75,,7.4,,01
343555,01071042,8.0,8.25,,,7.75,7.0,7.4,5.25,,4.4,,01
343556,01071043,3.75,5.25,,,4.58,4.75,3.4,5.25,,3.2,,01
343557,01071044,7.5,9.0,,,8.0,7.5,3.4,6.5,,4.6,,01
343558,01071045,6.25,8.0,,,6.58,5.5,2.2,6.75,,6.0,,01
343559,01071046,3.25,5.75,,,3.83,2.5,3.8,4.0,,3.4,,01
343560,01071047,7.0,9.25,,,7.0,4.75,3.6,8.25,,7.4,,01
343561,01071048,5.75,5.75,,,5.08,3.75,1.8,5.75,,3.0,,01
343562,01071049,6.5,6.25,,,6.0,5.25,4.4,5.5,,5.0,,01
343563,01071050,5.0,7.5,,,5.08,2.75,3.8,5.25,,3.0,,01
343564,01071051,5.5,7.75,,,6.17,5.25,6.6,7.0,,8.0,,01
343565,01071052,7.5,8.75,,,7.83,7.25,7.4,6.25,,6.8,,01
343566,01071053,6.75,7.25,,,5.75,3.25,6.4,7.75,,8.0,,01
343567,01071054,6.5,8.25,,,6.0,3.25,9.2,8.5,,8.2,,01
343568,01071055,7.0,7.75,,,6.92,6.0,4.6,6.75,,8.8,,01
343569,01071056,8.0,8.75,,,7.67,6.25,6.6,8.5,,8.2,,01
343570,01071057,7.25,7.75,,,6.75,5.25,4.6,6.75,,6.2,,01
343571,01071058,7.0,8.0,,,6.33,4.0,6.4,8.0,,9.0,,01
343572,01071059,6.25,7.25,,,5.67,3.5,3.4,8.5,,7.0,,01
343573,01071060,7.0,7.5,,,7.0,6.5,8.4,8.75,,8.6,,01
343574,01071061,6.5,8.5,,,6.25,3.75,6.2,8.25,,8.2,,01
343575,01071062,7.75,9.25,,,7.42,5.25,8.2,8.75,,9.2,,01
343576,01071063,6.25,6.75,,,5.75,4.25,7.2,8.75,,8.8,,01
343577,01071064,7.25,8.25,,,7.25,6.25,3.6,7.5,,7.2,,01
343578,01071065,6.25,7.75,,,6.17,4.5,7.0,8.75,,9.0,,01
343579,01071066,6.0,7.75,,,5.5,2.75,3.8,7.5,,8.0,,01
343580,01071067,6.0,7.5,,,5.5,3.0,2.2,7.0,,6.4,,01
343581,01071068,7.25,8.5,,,6.58,4.0,5.8,8.0,,8.8,,01
343582,01071069,5.5,7.5,,,5.33,3.0,1.8,6.0,,6.4,,01
343583,01071070,7.0,7.75,,,6.17,3.75,4.2,6.5,,7.6,,01
343584,01071071,8.0,6.75,,,6.5,4.75,2.4,8.0,,8.0,,01
343585,01071072,6.5,8.5,,,6.58,4.75,3.2,6.75,,5.4,,01
343586,01071073,5.75,8.75,,,6.58,5.25,4.8,7.25,,7.4,,01
343587,01071074,6.0,7.25,,,5.58,3.5,2.8,5.75,,6.0,,01
343588,01071075,5.25,6.75,,,5.33,4.0,5.4,6.5,,8.4,,01
343589,01071076,6.75,8.25,,,6.75,5.25,4.6,6.5,,7.8,,01
343590,01071077,7.0,7.25,,,6.0,3.75,3.4,7.25,,6.0,,01
343591,01071078,6.5,8.25,,,6.58,5.0,5.4,8.25,,8.4,,01
343592,01071079,8.5,8.5,,,7.92,6.75,8.8,8.75,,9.0,,01
343593,01071080,5.75,6.25,,,5.08,3.25,3.8,7.25,,5.4,,01
343594,01071081,6.5,6.75,,,6.08,5.0,6.6,7.0,,7.2,,01
343595,01071082,7.25,9.5,,,8.42,8.5,5.6,7.0,,7.8,,01
343596,01071083,7.75,7.5,,,7.83,8.25,3.4,8.5,,7.0,,01
343597,01071084,7.25,8.0,,,7.33,6.75,2.2,5.25,,7.2,,01
343598,01071085,6.0,8.0,,,6.0,4.0,2.6,5.75,,3.2,,01
343599,01071086,6.0,6.5,,,5.58,4.25,2.0,6.0,,3.0,,01
343600,01071087,8.0,8.75,,,7.58,6.0,1.6,5.5,,7.2,,01
343601,01071088,6.5,7.25,,,6.33,5.25,3.6,8.25,,8.6,,01
343602,01071089,6.0,6.5,,,5.67,4.5,5.4,7.0,,5.4,,01
343603,01071090,7.25,8.25,,,7.0,5.5,4.2,6.0,,6.2,,01
343604,01071091,6.5,8.25,,,6.58,5.0,4.2,5.5,,5.8,,01
343605,01071092,6.25,8.0,,,7.25,7.5,1.4,6.0,,2.0,,01
343606,01071093,6.25,9.25,,,6.5,4.0,5.6,7.5,,7.4,,01
343607,01071094,4.0,7.25,,,4.67,2.75,2.8,4.75,,4.8,,01
343608,01071095,8.0,7.75,,,7.08,5.5,3.4,6.75,,5.2,,01
343609,01071096,7.25,9.5,,,7.67,6.25,4.2,7.25,,6.6,,01
343610,01071097,7.75,7.0,,,7.33,7.25,2.6,7.75,,3.4,,01
343611,01071098,3.5,6.0,,,4.42,3.75,1.2,5.0,,3.2,,01
343612,01071099,3.5,7.5,,,4.58,2.75,3.2,5.25,,6.6,,01
343613,01071100,8.0,7.5,,,7.67,7.5,4.4,6.75,,4.2,,01
343614,01071101,7.0,9.25,,,6.83,4.25,3.6,7.25,,7.8,,01
343615,01071102,6.0,7.75,,,5.92,4.0,3.0,7.25,,4.4,,01
343616,01071103,6.0,7.75,,,6.83,6.75,1.8,5.0,,4.8,,01
343617,01071104,5.25,5.5,,,5.67,6.25,3.0,6.25,,3.0,,01
343618,01071105,6.0,6.75,,,5.25,3.0,4.6,7.5,,7.0,,01
343619,01071106,8.25,8.5,,,7.0,4.25,2.2,4.75,,6.8,,01
343620,01071107,7.0,7.5,,,6.58,5.25,7.2,8.5,,7.6,,01
343621,01071108,7.0,8.25,,,7.33,6.75,5.2,9.0,,7.2,,01
343622,01071109,7.0,7.5,,,5.83,3.0,6.6,8.0,,7.0,,01
343623,01071110,7.25,8.5,,,7.17,5.75,3.6,7.0,,8.0,,01
343624,01071111,5.5,7.5,,,5.75,4.25,3.0,6.25,,6.0,,01
343625,01071112,5.25,6.5,,,5.08,3.5,5.4,6.5,,8.2,,01
343626,01071113,6.75,9.0,,,6.92,5.0,3.6,7.25,,5.4,,01
343627,01071114,6.5,9.25,,,6.75,4.5,3.8,7.25,,6.6,,01
343628,01071115,6.25,5.5,,,5.42,4.5,3.8,7.25,,6.0,,01
343629,01071116,6.75,8.5,,,7.0,5.75,2.4,6.5,,7.4,,01
343630,01071117,6.0,7.75,,,5.5,2.75,3.4,7.5,,6.4,,01
343631,01071118,3.75,6.0,,,4.75,4.5,1.6,3.5,,3.8,,01
343632,01071119,6.75,7.25,,,6.33,5.0,2.8,6.0,,6.2,,01
343633,01071120,7.5,8.5,,,7.67,7.0,6.8,8.25,,9.0,,01
343634,01071121,7.25,8.75,,,7.5,6.5,5.6,7.5,,7.8,,01
343635,01071122,5.0,6.5,,,4.58,2.25,3.2,4.75,,6.2,,01
343636,01071123,4.75,6.25,,,4.58,2.75,2.4,6.75,,7.0,,01
343637,01071124,8.0,8.75,,,7.17,4.75,4.0,7.0,,7.8,,01
343638,01071125,7.0,7.75,,,6.5,4.75,2.2,7.5,,6.8,,01
343639,01071126,6.75,8.0,,,6.33,4.25,5.6,7.5,,8.6,,01
343640,01071127,5.75,7.75,,,6.33,5.5,3.4,8.0,,6.0,,01
343641,01071128,4.5,5.25,,,4.67,4.25,3.2,6.0,,2.2,,01
343642,01071129,8.0,7.75,,,6.92,5.0,4.0,6.0,,8.6,,01
343643,01071130,6.5,7.75,,,5.75,3.0,3.4,6.0,,7.2,,01
343644,01071131,6.5,8.5,,,6.17,3.5,2.4,5.0,,6.0,,01
343645,01071132,6.0,7.75,,,6.75,6.5,4.2,6.0,,7.4,,01
343646,01071133,7.75,9.0,,,7.33,5.25,2.0,6.5,,6.2,,01
343647,01071134,,,7.5,6.0,,,7.0,8.5,6.25,7.8,4.25,01
343648,01071135,,,8.5,7.17,,,5.4,7.75,4.75,8.6,8.25,01
343649,01071136,,,7.75,6.08,,,3.8,6.25,3.5,8.8,7.00,01
343650,01071137,,,8.25,6.17,,,6.2,6.0,2.75,8.6,7.50,01
343651,01071138,,,7.75,6.5,,,4.2,6.5,8.75,8.8,3.00,01
343652,01071139,,,4.75,5.08,,,4.6,5.75,4.5,8.0,6.00,01
343653,01071140,,,8.25,6.75,,,4.4,6.0,4.0,8.4,8.00,01
343654,01071141,,,7.5,6.58,,,3.6,6.25,4.75,8.0,7.50,01
343655,01071142,,,7.25,5.5,,,4.0,6.25,3.25,8.4,6.00,01
343656,01071143,,,7.5,6.92,,,2.8,5.25,6.0,8.4,7.25,01
343657,01071144,,,6.5,6.5,,,4.8,5.75,5.25,8.6,7.75,01
343658,01071145,,,8.75,6.92,,,4.0,7.5,4.75,9.0,7.25,01
343659,01071146,,,5.25,5.17,,,6.8,5.25,4.25,8.4,6.00,01
343660,01071147,,,7.0,5.92,,,2.2,5.0,3.5,7.6,7.25,01
343661,01071148,,,4.5,5.42,,,6.8,7.0,4.75,8.2,7.00,01
343662,01071149,,,5.25,6.42,,,8.6,5.75,6.75,9.0,7.25,01
343663,01071150,,,3.75,5.33,,,4.6,6.25,6.0,8.6,6.25,01
343664,01071151,,,7.0,6.58,,,5.2,6.25,5.0,8.2,7.75,01
343665,01071152,,,5.25,4.33,,,3.8,4.0,3.0,8.2,4.75,01
343666,01071153,,,6.75,5.75,,,3.0,6.75,3.0,8.2,7.50,01
343667,01071154,,,7.5,6.33,,,3.6,7.5,4.0,9.2,7.50,01
343668,01071155,,,6.75,7.17,,,3.8,8.0,7.0,8.0,7.75,01
343669,01071156,,,8.25,6.83,,,4.6,7.25,8.5,8.6,3.75,01
343670,01071157,,,5.75,5.67,,,4.6,5.5,4.5,8.4,6.75,01
343671,01071158,,,3.0,4.08,,,2.6,4.0,5.5,7.0,3.75,01
343672,01071159,,,3.0,4.5,,,6.6,5.5,4.0,8.8,6.50,01
343673,01071160,,,3.75,5.17,,,7.6,4.25,3.5,9.2,8.25,01
343674,01071161,,,3.75,3.92,,,3.8,6.5,4.0,5.6,4.00,01
343675,01071162,,,6.5,6.58,,,4.4,7.25,5.5,9.0,7.75,01
343676,01071163,,,8.25,5.42,,,7.4,6.5,3.75,9.0,4.25,01
343677,01071164,,,3.25,4.0,,,2.4,4.5,2.5,7.4,6.25,01
343678,01071165,,,3.0,3.33,,,2.6,5.25,4.0,7.6,3.00,01
343679,01071166,,,8.5,7.08,,,4.2,5.75,4.75,8.2,8.00,01
343680,01071167,,,3.0,3.5,,,2.8,5.0,4.0,6.6,3.50,01
343681,01071168,,,8.0,7.08,,,6.0,6.75,5.0,9.4,8.25,01
343682,01071169,,,5.75,6.0,,,2.4,6.0,5.5,7.6,6.75,01
343683,01071170,,,7.5,6.5,,,3.4,5.5,4.5,9.0,7.50,01
343684,01071171,,,7.0,5.83,,,2.8,6.25,2.5,8.0,8.00,01
343685,01071172,,,3.5,3.33,,,3.4,5.0,2.75,6.8,3.75,01
343686,01071173,,,7.5,6.5,,,3.4,8.0,4.75,8.0,7.25,01
343687,01071174,,,3.75,5.17,,,7.4,6.0,4.0,8.0,7.75,01
343688,01071175,,,3.5,5.67,,,6.0,6.75,6.0,9.0,7.50,01
343689,01071176,,,4.75,3.25,,,4.2,6.0,2.25,3.6,2.75,01
343690,01071177,,,6.25,4.42,,,3.0,6.5,3.5,5.8,3.50,01
343691,01071178,,,4.0,5.5,,,7.4,7.25,4.75,8.4,7.75,01
343692,01071179,,,7.75,6.5,,,3.4,6.0,4.0,8.4,7.75,01
343693,01071180,,,5.0,5.58,,,5.2,5.5,4.0,7.4,7.75,01
343694,01071181,,,7.0,6.75,,,3.8,6.75,4.5,8.8,8.75,01
343695,01071182,,,8.25,6.5,,,7.2,9.0,3.75,9.0,7.50,01
343696,01071183,,,7.75,5.92,,,5.4,7.0,2.5,8.8,7.50,01
343697,01071184,,,7.25,6.75,,,4.8,6.5,5.0,8.8,8.00,01
343698,01071185,,,8.25,6.75,,,4.6,7.75,4.5,8.8,7.50,01
343699,01071186,,,4.0,4.58,,,6.2,7.0,3.25,8.4,6.50,01
343700,01071187,,,9.0,7.5,,,4.6,7.25,8.75,9.2,4.75,01
343701,01071188,,,4.0,5.33,,,6.4,6.25,4.25,9.4,7.75,01
343702,01071189,,,7.25,6.25,,,3.8,7.75,4.5,9.0,7.00,01
343703,01071190,,,8.0,6.67,,,4.4,6.75,4.75,9.6,7.25,01
343704,01071191,,,7.25,7.0,,,4.2,5.25,5.0,8.6,8.75,01
343705,01071192,,,8.5,6.83,,,6.0,6.5,4.25,8.8,7.75,01
343706,01071193,,,5.5,5.17,,,3.0,5.5,3.25,8.2,6.75,01
343707,01071194,,,3.5,3.58,,,2.4,6.25,4.75,7.6,2.50,01
343708,01071195,,,8.25,7.25,,,4.2,5.0,5.0,9.6,8.50,01
343709,01071196,,,4.5,5.83,,,6.4,5.75,4.25,8.2,8.75,01
343710,01071197,,,9.75,7.42,,,5.4,5.0,4.0,9.6,8.50,01
343711,01071198,,,9.0,7.17,,,5.2,5.5,5.0,8.8,7.50,01
343712,01071199,,,8.5,7.58,,,3.8,6.75,6.0,9.2,8.25,01
343713,01071200,,,7.5,6.75,,,2.0,6.0,4.0,9.0,8.75,01
343714,01071201,7.0,8.25,,,7.42,7.0,1.2,6.5,,6.6,,01
343715,01071202,8.25,8.5,,,8.25,8.0,2.6,6.0,,6.0,,01
343716,01071203,8.0,8.0,,,7.58,6.75,3.4,7.0,,8.8,,01
343717,01071204,5.25,7.5,,,5.33,3.25,3.6,7.5,,9.0,,01
343718,01071205,6.5,7.25,,,7.0,7.25,4.4,6.25,,5.6,,01
343719,01071206,4.5,7.25,,,5.67,5.25,4.2,6.5,,6.8,,01
343720,01071207,4.75,6.75,,,5.42,4.75,4.2,6.75,,5.8,,01
343721,01071208,6.5,8.5,,,6.25,3.75,2.0,6.0,,6.6,,01
343722,01071209,8.0,8.75,,,8.33,8.25,2.8,6.5,,6.8,,01
343723,01071210,7.75,8.5,,,7.67,6.75,4.0,7.5,,7.2,,01
343724,01071211,4.25,6.75,,,5.0,4.0,5.0,7.25,,5.6,,01
343725,01071212,6.5,7.0,,,5.83,4.0,6.6,8.5,,8.6,,01
343726,01071213,6.25,7.25,,,6.33,5.5,4.0,7.5,,8.2,,01
343727,01071214,6.75,8.25,,,6.58,4.75,3.6,8.0,,6.6,,01
343728,01071215,7.25,8.5,,,7.83,7.75,6.2,8.25,,6.8,,01
343729,01071216,7.0,7.5,,,5.83,3.0,6.4,8.5,,8.4,,01
343730,01071217,5.0,8.5,,,6.75,6.75,2.8,6.0,,3.2,,01
343731,01071218,6.5,7.25,,,5.83,3.75,5.2,8.25,,7.6,,01
